s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-07-11-3506	pfama1.10	60	0.0687285	27812	3	0	0.459813	12715	2
2018-07-11-3506	pfama1.17	30	0.0343643	27812	3	1	0.416944	11601	2
2018-07-11-3506	pfama1.40	4	0.0045819	27812	3	2	0.123243	3496	2
2018-07-11-3510	pfama1.27	15	0.0171821	33056	2	0	0.546121	18109	2
2018-07-11-3510	pfama1.12	52	0.0595647	33056	2	1	0.453879	14947	2
2018-07-11-3805	pfama1.01	133	0.152348	35627	1	0	1	35627	1
2018-07-11-3839	pfama1.01	133	0.152348	48366	1	0	1	48366	2
2018-07-15-3149	pfama1.04	80	0.091638	37194	1	0	1	37194	2
2018-07-16-3164	pfama1.12	52	0.0595647	62887	2	0	0.766668	47996	2
2018-07-16-3164	pfama1.00	145	0.166094	62887	2	1	0.233332	14891	2
2018-07-17-3046	pfama1.24	19	0.021764	34693	1	0	1	34693	1
2018-07-17-3285	pfama1.15	31	0.0355097	27361	5	0	0.76101	20838	2
2018-07-17-3285	pfama1.02	120	0.137457	27361	5	1	0.191637	5227	2
2018-07-17-3285	pfama1.01	133	0.152348	27361	5	2	0.0232462	630	2
2018-07-17-3285	pfama1.10	60	0.0687285	27361	5	3	0.0128587	363	2
2018-07-17-3285	pfama1.30	13	0.0148912	27361	5	4	0.0112476	303	2
2018-07-18-3523	pfama1.05	66	0.0756014	56236	1	0	1	56236	2
2018-07-19-3441	pfama1.14	39	0.0446735	30361	3	0	0.425506	12894	2
2018-07-19-3441	pfama1.04	80	0.091638	30361	3	1	0.396615	12056	2
2018-07-19-3441	pfama1.03	82	0.093929	30361	3	2	0.177879	5411	2
2018-07-19-3502	pfama1.14	39	0.0446735	36692	1	0	1	36692	2
2018-07-19-3527	pfama1.02	120	0.137457	36356	1	0	1	36356	1
2018-07-23-3429	pfama1.01	133	0.152348	43900	1	0	1	43900	2
2018-07-23-3541	pfama1.10	60	0.0687285	29954	1	0	1	29954	1
2018-07-23-3542	pfama1.25	18	0.0206186	51175	1	0	1	51175	2
2018-07-23-3570	pfama1.00	145	0.166094	36093	1	0	1	36093	2
2018-07-24-3575	pfama1.00	145	0.166094	55516	1	0	1	55516	2
2018-07-24-3578	pfama1.19	28	0.0320733	44425	6	0	0.78403	35013	4
2018-07-24-3578	pfama1.06	66	0.0756014	44425	6	1	0.0656953	2895	4
2018-07-24-3578	pfama1.31	13	0.0148912	44425	6	2	0.0576911	2378	4
2018-07-24-3578	pfama1.03	82	0.093929	44425	6	3	0.0553592	2397	4
2018-07-24-3578	pfama1.09	61	0.069874	44425	6	4	0.0263859	1225	4
2018-07-24-3578	pfama1.12	52	0.0595647	44425	6	5	0.0108383	517	4
2018-07-24-3579	pfama1.34	9	0.0103093	53584	1	0	1	53584	2
2018-07-24-3580	pfama1.07	64	0.0733104	59544	1	0	1	59544	2
2018-07-24-3598	pfama1.13	47	0.0538373	36674	1	0	1	36674	2
2018-07-24-3602	pfama1.20	28	0.0320733	29533	4	0	0.783397	23231	2
2018-07-24-3602	pfama1.15	31	0.0355097	29533	4	1	0.172085	5036	2
2018-07-24-3602	pfama1.07	64	0.0733104	29533	4	2	0.0248297	725	2
2018-07-24-3602	pfama1.00	145	0.166094	29533	4	3	0.0196888	541	2
2018-07-24-3604	pfama1.20	28	0.0320733	31643	4	0	0.977915	30908	2
2018-07-24-3604	pfama1.02	120	0.137457	31643	4	1	0.00844382	284	2
2018-07-24-3604	pfama1.08	62	0.0710195	31643	4	2	0.00813839	273	2
2018-07-24-3604	pfama1.29	15	0.0171821	31643	4	3	0.00550314	178	2
2018-07-24-3614	pfama1.02	120	0.137457	47694	1	0	1	47694	2
2018-07-24-3616	pfama1.02	120	0.137457	44045	1	0	1	44045	2
2018-07-25-3629	pfama1.03	82	0.093929	44271	1	0	1	44271	2
2018-07-30-3122	pfama1.01	133	0.152348	40017	2	0	0.756677	30314	2
2018-07-30-3122	pfama1.03	82	0.093929	40017	2	1	0.243323	9703	2
2018-07-30-3149	pfama1.04	80	0.091638	15748	1	0	1	15748	1
2018-07-30-3190	pfama1.01	133	0.152348	36946	1	0	1	36946	2
2018-07-30-3202	pfama1.23	22	0.0252005	42987	1	0	1	42987	1
2018-07-30-3205	pfama1.28	15	0.0171821	69274	1	0	1	69274	2
2018-07-30-3659	pfama1.11	56	0.0641466	56424	3	0	0.750462	42243	2
2018-07-30-3659	pfama1.32	11	0.0126002	56424	3	1	0.17575	10128	2
2018-07-30-3659	pfama1.18	30	0.0343643	56424	3	2	0.0737882	4053	2
2018-07-31-3672	pfama1.25	18	0.0206186	37815	2	0	0.982467	37138	2
2018-07-31-3672	pfama1.04	80	0.091638	37815	2	1	0.0175328	677	2
2018-08-01-3708	pfama1.03	82	0.093929	35922	1	0	1	35922	2
2018-08-01-3713	pfama1.19	28	0.0320733	28420	1	0	1	28420	1
2018-08-01-3714	pfama1.10	60	0.0687285	44429	2	0	0.696432	31566	2
2018-08-01-3714	pfama1.05	66	0.0756014	44429	2	1	0.303568	12863	2
2018-08-01-3720	pfama1.00	145	0.166094	59562	2	0	0.96115	57247	2
2018-08-01-3720	pfama1.01	133	0.152348	59562	2	1	0.0388498	2315	2
2018-08-01-3728	pfama1.05	66	0.0756014	52603	1	0	1	52603	2
2018-08-06-3746	pfama1.02	120	0.137457	72870	1	0	1	72870	2
2018-08-06-3766	pfama1.04	80	0.091638	36515	2	0	0.508279	18648	2
2018-08-06-3766	pfama1.00	145	0.166094	36515	2	1	0.491721	17867	2
2018-08-07-3786	pfama1.05	66	0.0756014	48095	3	0	0.864906	41498	2
2018-08-07-3786	pfama1.03	82	0.093929	48095	3	1	0.0824891	4036	2
2018-08-07-3786	pfama1.22	24	0.0274914	48095	3	2	0.0526052	2561	2
2018-08-07-3787	pfama1.04	80	0.091638	45360	1	0	1	45360	2
2018-08-07-3805	pfama1.01	133	0.152348	22521	1	0	1	22521	1
2018-08-07-3816	pfama1.00	145	0.166094	55740	1	0	1	55740	2
2018-08-07-3818	pfama1.09	61	0.069874	27937	1	0	1	27937	1
2018-08-07-3839	pfama1.01	133	0.152348	32667	1	0	1	32667	2
2018-08-08-3079	pfama1.01	133	0.152348	34771	1	0	1	34771	2
2018-08-08-3081	pfama1.01	133	0.152348	30695	1	0	1	30695	2
2018-08-08-3093	pfama1.35	8	0.0091638	36631	1	0	1	36631	2
2018-08-08-3095	pfama1.07	64	0.0733104	36526	1	0	1	36526	2
2018-08-08-3096	pfama1.06	66	0.0756014	38211	5	0	0.633681	24472	2
2018-08-08-3096	pfama1.17	30	0.0343643	38211	5	1	0.186806	7054	2
2018-08-08-3096	pfama1.12	52	0.0595647	38211	5	2	0.123838	4597	2
2018-08-08-3096	pfama1.08	62	0.0710195	38211	5	3	0.0394571	1446	2
2018-08-08-3096	pfama1.13	47	0.0538373	38211	5	4	0.0162185	642	2
2018-08-08-3315	pfama1.24	19	0.021764	39436	3	0	0.954659	37650	2
2018-08-08-3315	pfama1.13	47	0.0538373	39436	3	1	0.0323145	1275	2
2018-08-08-3315	pfama1.14	39	0.0446735	39436	3	2	0.0130265	511	2
2018-08-08-3364	pfama1.21	26	0.0297824	49529	1	0	1	49529	2
2018-08-08-3506	pfama1.17	30	0.0343643	40839	3	0	0.827523	33818	2
2018-08-08-3506	pfama1.40	4	0.0045819	40839	3	1	0.108382	4326	2
2018-08-08-3506	pfama1.10	60	0.0687285	40839	3	2	0.0640947	2695	2
2018-08-08-3510	pfama1.12	52	0.0595647	30884	1	0	1	30884	2
2018-08-13-3164	pfama1.12	52	0.0595647	40096	2	0	0.882995	35448	2
2018-08-13-3164	pfama1.00	145	0.166094	40096	2	1	0.117005	4648	2
2018-08-13-3604	pfama1.02	120	0.137457	22178	11	0	0.505454	11222	2
2018-08-13-3604	pfama1.00	145	0.166094	22178	11	1	0.182523	4034	2
2018-08-13-3604	pfama1.05	66	0.0756014	22178	11	2	0.100584	2216	2
2018-08-13-3604	pfama1.06	66	0.0756014	22178	11	3	0.069578	1563	2
2018-08-13-3604	pfama1.13	47	0.0538373	22178	11	4	0.0468977	1036	2
2018-08-13-3604	pfama1.33	11	0.0126002	22178	11	5	0.0385959	861	2
2018-08-13-3604	pfama1.14	39	0.0446735	22178	11	6	0.0146322	327	2
2018-08-13-3604	pfama1.08	62	0.0710195	22178	11	7	0.0139459	309	2
2018-08-13-3604	pfama1.01	133	0.152348	22178	11	8	0.0103617	228	2
2018-08-13-3604	pfama1.20	28	0.0320733	22178	11	9	0.00928311	202	2
2018-08-13-3604	pfama1.07	64	0.0733104	22178	11	10	0.00814407	180	2
2018-08-14-3285	pfama1.30	13	0.0148912	24006	5	0	0.684125	16152	3
2018-08-14-3285	pfama1.01	133	0.152348	24006	5	1	0.234203	5798	3
2018-08-14-3285	pfama1.02	120	0.137457	24006	5	2	0.0569841	1403	3
2018-08-14-3285	pfama1.10	60	0.0687285	24006	5	3	0.0177799	484	3
2018-08-14-3285	pfama1.15	31	0.0355097	24006	5	4	0.00690797	169	3
2018-08-14-3523	pfama1.05	66	0.0756014	62213	1	0	1	62213	2
2018-08-14-3527	pfama1.02	120	0.137457	65629	1	0	1	65629	2
2018-08-20-3429	pfama1.01	133	0.152348	55128	1	0	1	55128	2
2018-08-20-3542	pfama1.25	18	0.0206186	33367	1	0	1	33367	2
2018-08-20-3570	pfama1.00	145	0.166094	58091	1	0	1	58091	2
2018-08-21-3575	pfama1.00	145	0.166094	55243	1	0	1	55243	2
2018-08-21-3577	pfama1.00	145	0.166094	34776	1	0	1	34776	1
2018-08-21-3578	pfama1.31	13	0.0148912	24206	9	0	0.344263	8289	2
2018-08-21-3578	pfama1.12	52	0.0595647	24206	9	1	0.291506	7086	2
2018-08-21-3578	pfama1.22	24	0.0274914	24206	9	2	0.13929	3381	2
2018-08-21-3578	pfama1.06	66	0.0756014	24206	9	3	0.0596964	1450	2
2018-08-21-3578	pfama1.07	64	0.0733104	24206	9	4	0.0550738	1353	2
2018-08-21-3578	pfama1.11	56	0.0641466	24206	9	5	0.0438845	1080	2
2018-08-21-3578	pfama1.18	30	0.0343643	24206	9	6	0.037433	869	2
2018-08-21-3578	pfama1.09	61	0.069874	24206	9	7	0.0210038	504	2
2018-08-21-3578	pfama1.04	80	0.091638	24206	9	8	0.00784892	194	2
2018-08-21-3597	pfama1.13	47	0.0538373	33796	1	0	1	33796	2
2018-08-21-3602	pfama1.20	28	0.0320733	6794	3	0	0.66334	4508	2
2018-08-21-3602	pfama1.07	64	0.0733104	6794	3	1	0.169793	1151	2
2018-08-21-3602	pfama1.00	145	0.166094	6794	3	2	0.166867	1135	2
2018-08-21-3614	pfama1.02	120	0.137457	49897	1	0	1	49897	2
2018-08-21-3616	pfama1.02	120	0.137457	41876	1	0	1	41876	2
2018-08-22-3629	pfama1.03	82	0.093929	55762	1	0	1	55762	2
2018-08-23-3081	pfama1.01	133	0.152348	21005	1	0	1	21005	2
2018-08-27-3122	pfama1.03	82	0.093929	26714	2	0	0.784752	20395	2
2018-08-27-3122	pfama1.01	133	0.152348	26714	2	1	0.215248	6319	2
2018-08-27-3202	pfama1.23	22	0.0252005	57529	1	0	1	57529	2
2018-08-27-3205	pfama1.28	15	0.0171821	42170	2	0	0.982312	41417	2
2018-08-27-3205	pfama1.23	22	0.0252005	42170	2	1	0.0176878	753	2
2018-08-27-3659	pfama1.11	56	0.0641466	60748	2	0	0.742196	46436	2
2018-08-27-3659	pfama1.18	30	0.0343643	60748	2	1	0.257804	14312	2
2018-08-28-3699	pfama1.41	4	0.0045819	15082	1	0	1	15082	2
2018-08-29-3713	pfama1.19	28	0.0320733	39200	1	0	1	39200	1
2018-08-29-3714	pfama1.10	60	0.0687285	37717	1	0	1	37717	2
2018-08-29-3720	pfama1.00	145	0.166094	39788	1	0	1	39788	2
2018-08-29-3728	pfama1.05	66	0.0756014	60891	1	0	1	60891	2
2018-09-01-3769	pfama1.03	82	0.093929	44114	2	0	0.800451	35324	2
2018-09-01-3769	pfama1.01	133	0.152348	44114	2	1	0.199549	8790	2
2018-09-03-3742	pfama1.02	120	0.137457	34549	1	0	1	34549	2
2018-09-03-3764	pfama1.06	66	0.0756014	38485	1	0	1	38485	2
2018-09-03-3766	pfama1.04	80	0.091638	33520	2	0	0.699166	21686	2
2018-09-03-3766	pfama1.00	145	0.166094	33520	2	1	0.300834	11834	2
2018-09-03-3769	pfama1.03	82	0.093929	36372	2	0	0.547275	19902	2
2018-09-03-3769	pfama1.01	133	0.152348	36372	2	1	0.452725	16470	2
2018-09-04-3785	pfama1.26	15	0.0171821	50251	2	0	0.986271	49549	2
2018-09-04-3785	pfama1.00	145	0.166094	50251	2	1	0.0137286	702	2
2018-09-04-3786	pfama1.01	133	0.152348	52034	2	0	0.598859	31196	2
2018-09-04-3786	pfama1.03	82	0.093929	52034	2	1	0.401141	20838	2
2018-09-04-3787	pfama1.04	80	0.091638	62024	1	0	1	62024	2
2018-09-04-3805	pfama1.01	133	0.152348	29904	1	0	1	29904	1
2018-09-04-3816	pfama1.00	145	0.166094	24537	1	0	1	24537	1
2018-09-04-3818	pfama1.09	61	0.069874	40641	1	0	1	40641	2
2018-09-04-3839	pfama1.01	133	0.152348	43213	1	0	1	43213	2
2018-09-05-3079	pfama1.01	133	0.152348	35328	1	0	1	35328	1
2018-09-05-3081	pfama1.01	133	0.152348	30266	1	0	1	30266	2
2018-09-05-3095	pfama1.07	64	0.0733104	52411	1	0	1	52411	2
2018-09-05-3096	pfama1.13	47	0.0538373	35657	3	0	0.670183	24129	2
2018-09-05-3096	pfama1.17	30	0.0343643	35657	3	1	0.296361	10327	2
2018-09-05-3096	pfama1.12	52	0.0595647	35657	3	2	0.033456	1201	2
2018-09-05-3315	pfama1.24	19	0.021764	48871	3	0	0.831238	40624	2
2018-09-05-3315	pfama1.14	39	0.0446735	48871	3	1	0.15798	7721	2
2018-09-05-3315	pfama1.13	47	0.0538373	48871	3	2	0.0107814	526	2
2018-09-05-3364	pfama1.21	26	0.0297824	58486	1	0	1	58486	2
2018-09-05-3506	pfama1.10	60	0.0687285	38364	2	0	0.724197	27195	2
2018-09-05-3506	pfama1.17	30	0.0343643	38364	2	1	0.275803	11169	2
2018-09-05-3510	pfama1.12	52	0.0595647	33293	1	0	1	33293	2
2018-09-10-3164	pfama1.12	52	0.0595647	59039	1	0	1	59039	2
2018-09-11-3285	pfama1.15	31	0.0355097	37120	3	0	0.973739	36146	2
2018-09-11-3285	pfama1.10	60	0.0687285	37120	3	1	0.0169047	636	2
2018-09-11-3285	pfama1.02	120	0.137457	37120	3	2	0.00935647	338	2
2018-09-11-3441	pfama1.14	39	0.0446735	36220	2	0	0.926128	33542	2
2018-09-11-3441	pfama1.04	80	0.091638	36220	2	1	0.0738721	2678	2
2018-09-11-3527	pfama1.02	120	0.137457	31434	1	0	1	31434	2
2018-09-17-3429	pfama1.01	133	0.152348	33853	1	0	1	33853	2
2018-09-17-3542	pfama1.25	18	0.0206186	40858	2	0	0.800623	33926	2
2018-09-17-3542	pfama1.16	30	0.0343643	40858	2	1	0.199377	6932	2
2018-09-17-3546	pfama1.09	61	0.069874	57568	1	0	1	57568	2
2018-09-17-3570	pfama1.00	145	0.166094	50062	1	0	1	50062	2
2018-09-18-3577	pfama1.00	145	0.166094	33166	1	0	1	33166	2
2018-09-18-3578	pfama1.22	24	0.0274914	27795	5	0	0.761182	21286	2
2018-09-18-3578	pfama1.00	145	0.166094	27795	5	1	0.124673	3385	2
2018-09-18-3578	pfama1.19	28	0.0320733	27795	5	2	0.0558519	1565	2
2018-09-18-3578	pfama1.06	66	0.0756014	27795	5	3	0.0432997	1152	2
2018-09-18-3578	pfama1.09	61	0.069874	27795	5	4	0.0149925	407	2
2018-09-18-3580	pfama1.07	64	0.0733104	34210	1	0	1	34210	1
2018-09-18-3597	pfama1.13	47	0.0538373	42520	1	0	1	42520	2
2018-09-18-3602	pfama1.20	28	0.0320733	47799	5	0	0.314398	14730	2
2018-09-18-3602	pfama1.00	145	0.166094	47799	5	1	0.273379	13468	2
2018-09-18-3602	pfama1.07	64	0.0733104	47799	5	2	0.237063	11807	2
2018-09-18-3602	pfama1.03	82	0.093929	47799	5	3	0.107536	5018	2
2018-09-18-3602	pfama1.15	31	0.0355097	47799	5	4	0.067624	2776	2
2018-09-18-3614	pfama1.02	120	0.137457	35255	1	0	1	35255	2
2018-09-19-3629	pfama1.03	82	0.093929	40865	1	0	1	40865	2
2018-09-24-3122	pfama1.01	133	0.152348	46082	1	0	1	46082	2
2018-09-24-3190	pfama1.01	133	0.152348	65420	1	0	1	65420	2
2018-09-24-3205	pfama1.28	15	0.0171821	39800	2	0	0.979583	38988	2
2018-09-24-3205	pfama1.23	22	0.0252005	39800	2	1	0.0204172	812	2
2018-09-24-3659	pfama1.18	30	0.0343643	29593	2	0	0.978419	29066	2
2018-09-24-3659	pfama1.11	56	0.0641466	29593	2	1	0.0215807	527	2
2018-09-25-3672	pfama1.25	18	0.0206186	30879	1	0	1	30879	1
2018-09-26-3713	pfama1.19	28	0.0320733	62045	1	0	1	62045	2
2018-09-26-3714	pfama1.10	60	0.0687285	32614	1	0	1	32614	1
2018-09-26-3728	pfama1.05	66	0.0756014	64567	1	0	1	64567	2
2018-10-01-3441	pfama1.04	80	0.091638	38277	2	0	0.826172	31603	2
2018-10-01-3441	pfama1.14	39	0.0446735	38277	2	1	0.173828	6674	2
2018-10-01-3744	pfama1.11	56	0.0641466	37025	3	0	0.824675	30519	2
2018-10-01-3744	pfama1.02	120	0.137457	37025	3	1	0.166323	6169	2
2018-10-01-3744	pfama1.38	6	0.00687285	37025	3	2	0.0090018	337	2
2018-10-01-3766	pfama1.04	80	0.091638	33430	2	0	0.904174	30196	2
2018-10-01-3766	pfama1.00	145	0.166094	33430	2	1	0.0958256	3234	2
2018-10-01-3777	pfama1.09	61	0.069874	36403	1	0	1	36403	1
2018-10-02-3785	pfama1.26	15	0.0171821	57718	1	0	1	57718	2
2018-10-02-3786	pfama1.03	82	0.093929	40277	2	0	0.565681	23399	2
2018-10-02-3786	pfama1.01	133	0.152348	40277	2	1	0.434319	16878	2
2018-10-02-3787	pfama1.04	80	0.091638	22366	1	0	1	22366	1
2018-10-02-3816	pfama1.00	145	0.166094	62857	1	0	1	62857	2
2018-10-02-3839	pfama1.01	133	0.152348	34643	1	0	1	34643	1
2018-10-03-3095	pfama1.07	64	0.0733104	68014	1	0	1	68014	2
2018-10-03-3096	pfama1.13	47	0.0538373	49665	4	0	0.561591	28889	2
2018-10-03-3096	pfama1.17	30	0.0343643	49665	4	1	0.341573	16264	2
2018-10-03-3096	pfama1.08	62	0.0710195	49665	4	2	0.0773181	3633	2
2018-10-03-3096	pfama1.06	66	0.0756014	49665	4	3	0.019518	879	2
2018-10-03-3315	pfama1.14	39	0.0446735	51796	2	0	0.875803	45076	2
2018-10-03-3315	pfama1.13	47	0.0538373	51796	2	1	0.124197	6720	2
2018-10-03-3364	pfama1.21	26	0.0297824	53719	1	0	1	53719	2
2018-10-03-3506	pfama1.17	30	0.0343643	39406	2	0	0.927982	36571	2
2018-10-03-3506	pfama1.10	60	0.0687285	39406	2	1	0.0720182	2835	2
2018-10-03-3510	pfama1.12	52	0.0595647	32120	1	0	1	32120	1
2018-10-03-3805	pfama1.01	133	0.152348	61510	1	0	1	61510	2
2018-10-08-3164	pfama1.00	145	0.166094	44099	2	0	0.774725	34124	2
2018-10-08-3164	pfama1.12	52	0.0595647	44099	2	1	0.225275	9975	2
2018-10-09-3285	pfama1.02	120	0.137457	30182	3	0	0.675569	20390	2
2018-10-09-3285	pfama1.10	60	0.0687285	30182	3	1	0.307368	9277	2
2018-10-09-3285	pfama1.15	31	0.0355097	30182	3	2	0.0170633	515	2
2018-10-09-3441	pfama1.14	39	0.0446735	34675	2	0	0.590559	20418	2
2018-10-09-3441	pfama1.04	80	0.091638	34675	2	1	0.409441	14257	2
2018-10-15-3429	pfama1.01	133	0.152348	47344	1	0	1	47344	2
2018-10-15-3542	pfama1.16	30	0.0343643	59527	1	0	1	59527	2
2018-10-16-3575	pfama1.00	145	0.166094	36490	1	0	1	36490	2
2018-10-16-3578	pfama1.11	56	0.0641466	37281	9	0	0.330779	12317	2
2018-10-16-3578	pfama1.09	61	0.069874	37281	9	1	0.222426	8291	2
2018-10-16-3578	pfama1.22	24	0.0274914	37281	9	2	0.117399	4378	2
2018-10-16-3578	pfama1.07	64	0.0733104	37281	9	3	0.115737	4283	2
2018-10-16-3578	pfama1.12	52	0.0595647	37281	9	4	0.104296	3923	2
2018-10-16-3578	pfama1.19	28	0.0320733	37281	9	5	0.0364174	1358	2
2018-10-16-3578	pfama1.18	30	0.0343643	37281	9	6	0.0325346	1217	2
2018-10-16-3578	pfama1.31	13	0.0148912	37281	9	7	0.0217701	820	2
2018-10-16-3578	pfama1.06	66	0.0756014	37281	9	8	0.0186403	694	2
2018-10-16-3597	pfama1.13	47	0.0538373	37921	1	0	1	37921	2
2018-10-16-3602	pfama1.02	120	0.137457	41249	6	0	0.400106	16842	2
2018-10-16-3602	pfama1.20	28	0.0320733	41249	6	1	0.369916	15254	2
2018-10-16-3602	pfama1.00	145	0.166094	41249	6	2	0.124706	4818	2
2018-10-16-3602	pfama1.07	64	0.0733104	41249	6	3	0.0435427	1807	2
2018-10-16-3602	pfama1.15	31	0.0355097	41249	6	4	0.0327808	1362	2
2018-10-16-3602	pfama1.03	82	0.093929	41249	6	5	0.0289487	1166	2
2018-10-16-3614	pfama1.02	120	0.137457	34059	1	0	1	34059	1
2018-10-16-3616	pfama1.02	120	0.137457	66316	1	0	1	66316	2
2018-10-17-3629	pfama1.03	82	0.093929	47328	1	0	1	47328	2
2018-10-22-3122	pfama1.18	30	0.0343643	59369	1	0	1	59369	2
2018-10-22-3202	pfama1.23	22	0.0252005	63084	1	0	1	63084	2
2018-10-22-3205	pfama1.23	22	0.0252005	42067	2	0	0.685878	31023	2
2018-10-22-3205	pfama1.28	15	0.0171821	42067	2	1	0.314122	11044	2
2018-10-22-3659	pfama1.11	56	0.0641466	59649	2	0	0.927191	55241	2
2018-10-22-3659	pfama1.18	30	0.0343643	59649	2	1	0.0728094	4408	2
2018-10-24-3713	pfama1.19	28	0.0320733	24942	1	0	1	24942	1
2018-10-24-3728	pfama1.05	66	0.0756014	35037	1	0	1	35037	2
2018-10-29-3744	pfama1.38	6	0.00687285	29690	3	0	0.670944	19910	2
2018-10-29-3744	pfama1.11	56	0.0641466	29690	3	1	0.227047	6735	2
2018-10-29-3744	pfama1.02	120	0.137457	29690	3	2	0.10201	3045	2
2018-10-29-3766	pfama1.04	80	0.091638	43264	2	0	0.612333	26431	2
2018-10-29-3766	pfama1.00	145	0.166094	43264	2	1	0.387667	16833	2
2018-10-29-3777	pfama1.09	61	0.069874	28143	2	0	0.940802	26477	1
2018-10-29-3777	pfama1.16	30	0.0343643	28143	2	1	0.0591977	1666	1
2018-10-30-3785	pfama1.00	145	0.166094	38146	1	0	1	38146	2
2018-10-30-3786	pfama1.01	133	0.152348	47015	3	0	0.887577	41965	2
2018-10-30-3786	pfama1.06	66	0.0756014	47015	3	1	0.0618212	2764	2
2018-10-30-3786	pfama1.03	82	0.093929	47015	3	2	0.050602	2286	2
2018-10-30-3787	pfama1.04	80	0.091638	20665	1	0	1	20665	2
2018-10-30-3801	pfama1.04	80	0.091638	32383	4	0	0.724365	23452	2
2018-10-30-3801	pfama1.08	62	0.0710195	32383	4	1	0.18583	6024	2
2018-10-30-3801	pfama1.01	133	0.152348	32383	4	2	0.0739179	2393	2
2018-10-30-3801	pfama1.00	145	0.166094	32383	4	3	0.0158875	514	2
2018-10-30-3839	pfama1.01	133	0.152348	27184	1	0	1	27184	1
2018-10-31-3096	pfama1.17	30	0.0343643	31108	2	0	0.823068	25604	1
2018-10-31-3096	pfama1.06	66	0.0756014	31108	2	1	0.176932	5504	1
2018-10-31-3315	pfama1.08	62	0.0710195	34540	1	0	1	34540	2
2018-10-31-3364	pfama1.21	26	0.0297824	2654	1	0	1	2654	2
2018-10-31-3506	pfama1.10	60	0.0687285	44013	1	0	1	44013	2
2018-10-31-3510	pfama1.12	52	0.0595647	62429	1	0	1	62429	2
2018-10-31-3805	pfama1.01	133	0.152348	4402	1	0	1	4402	1
2018-11-05-3164	pfama1.12	52	0.0595647	18748	2	0	0.809606	15176	2
2018-11-05-3164	pfama1.00	145	0.166094	18748	2	1	0.190394	3572	2
2018-11-06-3285	pfama1.15	31	0.0355097	22589	3	0	0.97338	21993	2
2018-11-06-3285	pfama1.02	120	0.137457	22589	3	1	0.015621	356	2
2018-11-06-3285	pfama1.01	133	0.152348	22589	3	2	0.0109991	240	2
2018-11-12-3429	pfama1.01	133	0.152348	41182	1	0	1	41182	2
2018-11-12-3542	pfama1.16	30	0.0343643	27487	1	0	1	27487	1
2018-11-12-3546	pfama1.09	61	0.069874	23660	1	0	1	23660	1
2018-11-13-3578	pfama1.12	52	0.0595647	21931	7	0	0.486586	10670	2
2018-11-13-3578	pfama1.09	61	0.069874	21931	7	1	0.318179	6824	2
2018-11-13-3578	pfama1.06	66	0.0756014	21931	7	2	0.0766046	1806	2
2018-11-13-3578	pfama1.11	56	0.0641466	21931	7	3	0.0650486	1468	2
2018-11-13-3578	pfama1.04	80	0.091638	21931	7	4	0.0233154	500	2
2018-11-13-3578	pfama1.18	30	0.0343643	21931	7	5	0.0184556	398	2
2018-11-13-3578	pfama1.07	64	0.0733104	21931	7	6	0.0118107	265	2
2018-11-13-3602	pfama1.02	120	0.137457	3108	1	0	1	3108	2
2018-11-13-3614	pfama1.02	120	0.137457	36781	1	0	1	36781	2
2018-11-13-3616	pfama1.02	120	0.137457	22730	1	0	1	22730	2
2018-11-14-3629	pfama1.03	82	0.093929	3219	1	0	1	3219	1
2018-11-19-3122	pfama1.18	30	0.0343643	35674	1	0	1	35674	2
2018-11-19-3202	pfama1.23	22	0.0252005	13863	1	0	1	13863	2
2018-11-19-3205	pfama1.28	15	0.0171821	8004	1	0	1	8004	2
2018-11-19-3659	pfama1.11	56	0.0641466	10031	1	0	1	10031	2
2018-11-20-3672	pfama1.04	80	0.091638	17310	1	0	1	17310	1
2018-11-21-3714	pfama1.10	60	0.0687285	23741	1	0	1	23741	1
2018-11-21-3728	pfama1.05	66	0.0756014	42772	1	0	1	42772	2
2018-11-26-3744	pfama1.11	56	0.0641466	18612	3	0	0.466539	8674	2
2018-11-26-3744	pfama1.02	120	0.137457	18612	3	1	0.270463	5021	2
2018-11-26-3744	pfama1.38	6	0.00687285	18612	3	2	0.262998	4917	2
2018-11-26-3766	pfama1.04	80	0.091638	19631	1	0	1	19631	1
2018-11-26-3777	pfama1.16	30	0.0343643	19879	1	0	1	19879	1
2018-11-27-3785	pfama1.00	145	0.166094	15797	1	0	1	15797	2
2018-11-27-3801	pfama1.01	133	0.152348	24914	4	0	0.819028	20323	2
2018-11-27-3801	pfama1.08	62	0.0710195	24914	4	1	0.102996	2697	2
2018-11-27-3801	pfama1.04	80	0.091638	24914	4	2	0.0656562	1581	2
2018-11-27-3801	pfama1.00	145	0.166094	24914	4	3	0.0123197	313	2
2018-11-27-3805	pfama1.01	133	0.152348	19222	1	0	1	19222	1
2018-11-27-3818	pfama1.09	61	0.069874	20444	1	0	1	20444	1
2018-11-28-3095	pfama1.07	64	0.0733104	15558	1	0	1	15558	2
2018-11-28-3096	pfama1.17	30	0.0343643	24113	2	0	0.744799	17910	2
2018-11-28-3096	pfama1.08	62	0.0710195	24113	2	1	0.255201	6203	2
2018-11-28-3364	pfama1.21	26	0.0297824	22038	1	0	1	22038	1
